nome,cidade,estado,bairro,endereco_completo,cep,email,latitude,longitude
CRAS UMARI,Bom Jardim,PE,UMARI,"RUA DA ALEGRIA, 8",55730000,crasumaribomjardim@gmail.com,-7.81789635e-06,-35.6684773992879
CRAS CENTRO,Bom Jardim,RJ,CENTRO,"RUA NILO PEÇANHA, 350",28660000,crasjardimornellas@hotmail.com,-2.2152e-10,-4.2419e-10
CRAS RENASCER,Bom Jardim,RJ,MARAVILHA,"Rua Humberto Neves, 25",28660000,cras.renascer.bj@gmail.com,-221.584511675594,-42.4127776618843
CRAS JOSÉ ADOLFO ANSELMO,Bom Jardim da Serra,SC,Cohab,"SC, 390",88640000,cras@bomjardimdaserra.sc.gov.br,-283.404492526329,-49.6349644660949
CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Bom Jardim de Goiás,GO,Primavera,"Praça da Matriz, 335",76245000,craspaifbomjardim@gmail.com,-162.092916849504,-52.1727365255355
CRAS - Centro de Referência de Assistência Social,Bom Jardim de Minas,MG,Centro,"Francisco Santos, 179",37310000,acaosocial@bomjardimdeminas.mg.gov.br,-21.9458518552028,-441.92075729370094
CRAS,Bom Jesus,PI,CENTRO,"CORONEL FERREIRA, 276",64900000,crasbj2021@gmail.com,-90.7080146678781,-44.3569135665893
CRAS BOM JESUS,Bom Jesus,SC,CENTRO,"ELIAS CARNEIRO DA SILVA, 950",89824000,social@bomjesus.sc.gov.br,-26.7374470817532,-52.3959445953369
CRAS Centro de Referencia de Assistencia Social Jose Arimateia de Brito Lira,Bom Jesus,PB,centro,"Pedro Carlos Moraes, 13",58930000,crasbomjesuspb@hotmail.com,-68.1648353868879,-386.561937331498
CRAS BOM JESUS,Bom Jesus,RN,CENTRO,"Rita Pereira de Souza, 26",59270000,bomjesuscras@hotmail.com,-59.9048679923845,-35.5789382457078
CRAS Bom Jesus Casa da Família,Bom Jesus,RS,Centro,"Rua Dezesseis de Julho, 1211",95290000,cras@bomjesus.rs.gov.br,-28.6673572401571,-50.4310870170593
CRAS QUILOMBOLA - CHICO DE TOMÉ,Bom Jesus da Lapa,BA,São Gotardo,"Lindolfo Miranda, 317",47600000,chicotome105@gmail.com,-132.503651226303,-43.4186356548161
CRAS Laerth Nunes - Nova Brasília,Bom Jesus da Lapa,BA,Nova Brasília,"São Domingos, 257",47600000,crasnovabrasilia@hotmail.com,-132.535237747031,-434.22379276016704
CRAS JOÃO PAULO II,Bom Jesus da Lapa,BA,João Paulo II,"Sílvio Santos, 114",47600000,crasjp.lapa@hotmail.com,-132.488358143257,-43.4068931572255
CRAS,Bom Jesus da Penha,MG,CENTRO,"DOMINGOS BARULHO, 74",37948000,cras@bomjesusdapenha.mg.gov.br,-21.0184498295501,-46.5229604245541
CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Bom Jesus da Serra,BA,Cruzeiro,"TREZE DE JUNHO, S/N",45263000,crasbjs14@hotmail.com,-14.3728918030453,-40.5074715614318
CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL - CRAS,Bom Jesus das Selvas,MA,CENTRO,"07 DE SETEMBRO, S/N",65395000,crasbomjesusdasselvas@gmail.com,-44.7986734719406,-46.8574297428131
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Bom Jesus de Goiás,GO,CENTRO,"HUM, 195",75570000,cras@bomjesus.go.gov.br,-182.159606685484,-49.7375857830047
CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DE BOM JESUS DO AMPARO,Bom Jesus do Amparo,MG,Centro,"Professora Maria Gregório Bicalho, 147",35908000,cras@bomjesusdoamparo.mg.gov.br,-197.059706505564,-434.743058681488
CRAS RECANTO DA FAMÍLIA BONJESUENSE,Bom Jesus do Araguaia,MT,CENTRO,"MARCOS FULLIN, S/N",78678000,crasbja@gmail.com,-121.867464698304,-516.983127593994
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL DE BOM JESUS DO GALHO,Bom Jesus do Galho,MG,CENTRO,"Abrão José Simão, 110",35340000,cras_bomjesusdogalho@yahoo.com,-198.295832676027,-423.196256160736
CRAS Revés do Belém,Bom Jesus do Galho,MG,Revés do Belém,"Lírios, 133",35340000,revescras@gmail.com,-1.9829e-10,-4.2316e-10
CRAS - Nova Bom Jesus,Bom Jesus do Itabapoana,RJ,Nova Bom Jesus - Usina Santa Isabel," Projetada F, S/N",28600000,crasnbj@hotmail.com,-211.529364451104,-4.16214680671692
CRAS - BELA VISTA,Bom Jesus do Itabapoana,RJ,BELA VISTA,"OTACÍLIO DE AQUINO, 220",28360000,cras-centro@bomjesus.rj.gov,-211.266585352058,-0.04168212890625
CRAS - SANTA TEREZINHA,Bom Jesus do Itabapoana,RJ,SANTA TEREZINHA,"TENENTE JOSÉ TEIXEIRA, 1396",28360000,crassantaterezinhabji@gmail.com,-21.1445512360705,-4.16843605041504
CRAS Amélia Marques Pimentel de Abreu,Bom Jesus do Norte,ES,Vista Alegre,"Lucio Fraga, S/N",29460000,assistenciasocialbjn@gmail.com,-21.1197730726894,-416.65949821472094
CRAS,Bom Jesus do Oeste,SC,centro,"Eduardo Sehnem, 408",89873000,social@bomjesusdooeste.sc.gov.br,-26.6941679755823,-53.0942845344543
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL VÓ EVA,Bom Jesus do Sul,PR,CENTRO,"JÚLIO PIRAN, 18",85708000,cras@bomjesusdosul.pr.gov.br,-261.933748601223,-536.020803451538
CRAS - Centro de Referência de Assistência Social,Bom Jesus do Tocantins,TO,AEROPORTO,"AEROPORTO, S/N",77714000,bjtocras@gmail.com,-8.95951912340202,-48.1599640846252
CASA DA FAMILIA,Bom Jesus do Tocantins,PA,CENTRO,"CASTELO BRANCO, 125",68525000,semasbjt@hotmail.com,-504.18164095255696,-48.6034083366394
CRAS SANTA MARIA,Bom Jesus do Tocantins,PA,SANTA MARIA,"José Carlos Antunes, S/N",68525000,crasstamaria@outlook.com,-0.05032080184154,-486.10639572143504
CRAS VILA SÃO RAIMUNDO,Bom Jesus do Tocantins,PA,CENTRO,"RUA 13 DE MAIO, 30",68525000,semasbjt@hotmail.com,-51.2875621436352,-48.8062434197127
CRAS - NOVO HORIZONTE,Bom Jesus dos Perdões,SP,Jd. Santos Dumont,"Avenida Santos Dumont, 672",12955000,cras@bjperdoes.sp.gov.br,-231.259257702462,-4.64703118801117
CRAS Profª Marina Cabral Roque,Bom Jesus dos Perdões,SP,Vila Operária,"São João, 1008",12955000,crasvop@bjperdoes.sp.gov.br,-231.445034953779,-46.4691317081451
CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Bom Lugar,MA,CENTRO,"Rua Manoel Severo, S/N",65704000,sasbomlugar@hotmail.com,-43.7315040286887,-450.292629003524
CRAS,Bom Princípio,RS,CENTRO,"São Pedro Canísio, 24",95765000,assistenciasocial@bomprincipio.rs.gov.br,-29.4899043383399,-51.3562399148941
CRAS - LUIZ BATISTA DE MORAES,Bom Princípio do Piauí,PI,CENTRO,"RUA PROJETADA, S/N",64225000,crasbp@outlook.com,-319.027551176494,-416.44760370254494
CRAS ESTRELA GUIA,Bom Progresso,RS,CENTRO,"CASTELO BRANCO, 500",98575000,crasestrelaguia@gmail.com,-27.5549273820773,-538.633489608764
CRAS PREFEITO SEBASTIÃO ILTO DE ANDRADE,Bom Repouso,MG,VILA NOSSA SENHORA DO ROSARIO,"TIRADENTES, 20",37610000,assistenciasocialbr@yahoo.com.br,-224.661238516802,-461.504986882235
CRAS,Bom Retiro,SC,CENTRO,"MAJOR GENEROSO, 227",88680000,crasbomretiro@gmail.com,-277.997543921787,-494.899642467498
CRAS Bom Retiro do Sul,Bom Retiro do Sul,RS,Centro,"Senador Pinheiro Machado, 1827",95870000,das@bomretirodosul.rs.gov.br,-296.009708029869,-51.9325393438339
CASA DAS FAMILIAS,Bom Sucesso,PB,CENTRO,"AV: Raimundo Gonçalves de Almeida s/n, S/N",58887000,semthasbs@gmail.com,-64.4629642745156,-37.9265642166137
Padre José Elias Negreiros,Bom Sucesso,MG,Palmeiras,"Cel. Antonio Caetano, 598",37220000,centroreferenciabs@yahoo.com.br,-21.0380538902486,-447.55071401596
CRAS CASA DA FAMILIA,Bom Sucesso,PR,CENTRO,"PEDRO SINCERO DOS REIS, 287",86940000,socialbsu@yahoo.com.br,-237.096294038694,-517.641234397888
CRAS CASA DAS FAMÍLIAS - MARIA RIBEIRO CAMPOS,Bom Sucesso de Itararé,SP,Centro,"GOVERNADOR MARIO COVAS, 81",18460000,crasbsi@hotmail.com,-243.176665897754,-49.1427254676818
CRAS BOM SUCESSO DO SUL,Bom Sucesso do Sul,PR,CENTRO,"Rua Ignacio Drancka, 170",85515000,cras@bssul.pr.gov.br,-260.72318872773,-528.328442573547
CRAS JOSÉ AMÂNDIO,Bombinhas,SC,José Amândio,"Cão do Mato, 821",88215000,cras@bombinhas.sc.gov.br,-271.551735092846,-48.5088819265365
CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Bonfim,RR,CIDADE NOVA,"MARIA DE OLINDA FRANCO MEGIAS, 1",69380000,crasbonfim@gmail.com,336.662805147734,-598.258738515141
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Bonfim,MG,CENTRO,"MELO VIANA, 145",35480000,assistenciasocial@prefeiturabonfim.mg.gov.,-203.273637845136,-44.2404413223266
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,Bonfim do Piauí,PI,CENTRO,"Pedro Cardoso, S/N",64775000,cras_bonfim@yahoo.com.br,-9.17156027536045,-4.28756376325287
CRAS,Bonfinópolis,GO,RES. CAMPO BELO,"HERMÍNIO LEMES, S/N",75195000,social@bonfinopolis.go.gov.br,-166.097505455954,-48.962824344635
CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,Bonfinópolis de Minas,MG,JARDIM CINELANDIA,"José Camilo de Souza Primo, 520",38650000,pref.acaosocial@bonfinopolis.mg.gov.br,-16.5656932803267,-459.85483825206705
CRAS,Boninal,BA,Centro,"Alvina Maria de Souza, 221",46740000,crasboninal2017@gmail.com,-127.077275403197,-418.304657936096
CRAS Quilombola,Boninal,BA,Centro,"FAGUNDES, 135",46740000,crasquilombola@gmail.com,-127.073088986957,-41.8303960561752
Centro de Referencia de Assistencia Social,Bonito,BA,CENTRO,"JOSÉ EDUARDO DE LIMA, S/N",46820000,cras.bonito.ba@gmail.com,-1.1966e-10,-4.1267e-10
CRAS - Drª Irene dos Santos,Bonito,MS,Marambaia,"Possidônio Monteiro, S/N",79290000,cras@bonito.ms.gov.br,-211.133476871086,-56.4810991287231
CRAS ALTO BONITO,Bonito,PE,Centro,"Quirino Rodrigues, S/N",55680000,smdsbonitope2017@hotmail.com,-85.0463065604514,-357.976913460879
CRAS BENTIVI,Bonito,PE,Centro,"RUA SÃO JOSÉ, 16",55680000,crasbentevi@hotmail.com,-85.4929977176564,-35.6410861015319
CRAS CENTRO DE REFERENCIA DE ASSITENCIA SOCIAL-VOVÓ MARCELE,Bonito,PA,CENTRO,"RUTH PASSARINHO, S/N",68645000,cras_bonito2013@outlook.com,-136.11037660156,-4.73067855834961
CRAS MONSENHOR MIGUEL JOSÉ DA SILVA,Bonito,PE,VILA DA COHAB,"SAPUCAIA, 15",55680000,crasbonito99@gmail.com,-84.7210698900514,-35.7389652729034
Centro de Referência de Assistência Social de Bonito de Minas,Bonito de Minas,MG,Centro,"Ranulfo Correia Saraiva, S/N",39490000,cras@bonitodeminas.mg.gov.br,-1.5323e-10,-4.4754e-10
CRAS Casa da Família,Bonito de Santa Fé,PB,CENTRO,"PREFEITO MANOEL BATISTA LEITE, 20",58960000,aparecida-lucena@hotmail.com,-7.313e-11,-3.8515e-10
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL DE BONÓPOLIS GOIÁS,Bonópolis,GO,CENTRO,"INDEPENDÊNCIA, S/N",76555000,assistenciasocialbonopolis@hotmail.com,-136.511163422758,-49.8336839675903
CRAS ELVIRA CHAGAS CAVALCANTE,Boqueirão,PB,BELA VISTA,"CASTRO ALVES, 77",58450000,naldeteramos@gmail.com,-74.8347394661687,-36.136200428009
CRAS Casa das Famílias,Boqueirão do Leão,RS,Centro,"Avenida Cascata, 159",95920000,cras@boqueiraodoleao.rs.gov.br,-2.9304e-10,-5.2429e-10
CRAS CASA DAS FAMILIAS,Boqueirão do Piauí,PI,ALECRIN,"TRANCREDO NEVES, 509",64283000,crasboqueiraopi@hotmail.com,-4.487e-11,-4.2074e-10
CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL PALMIRA TRINDADE,Boquim,SE,Padre José Gumercindo,"ENILDE BARBOSA DE MATOS BEZERRA, 550",49360000,crasboquim2017@gmail.com,-1.1147e-10,-3.7621e-10
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL DE BOQUIRA,Boquira,BA,CENTRO,"Professor Luis Rogerio, 439",46530000,socialboquira@hotmail.com,-12.8230620675805,-42.7330484388949
CRAS Um lugar de refazer história,Boracéia,SP,Centro,"7 de maio, 210",17270000,cras@boraceia.sp.gov.br,-22.1952112295007,-48.7797431943181
CRAS FREI GERALDO KING TOR,Borba,AM,CRISTO REI,"MANOEL DE ASSUNCAO, S/N",69200000,semasdh_borba@hotmail.com,-43.9514493970539,-59.5939445489784
CRAS Centro de Referência de Assistência Social,Borborema,SP,Vila Mariana,"JOSE TEODORO PUZZI, 715",14955000,coordenadoriacras@borborema.sp.gov.br,-21.6196513811775,-490.80197811126703
CRAS Alzira dos Santos Costa,Borborema,PB,Conjunto Nova Esperança,"Paulo dos Santos, S/N",58394000,cras.borboremapb@gmail.com,-68.0721107943777,-35.5993723869323
CRAS SEBASTIANA MARQUES,Borda da Mata,MG,Centro,"EDUARDO AMARAL, 525",37564000,cras@bordadamata.mg.gov.br,-222.734701359325,-46.1668896675109
CRAS,Borebi,SP,CENTRO,"TIRADENTES, 628",18675000,crasborebi@hotmail.com,-225.692178684822,-48.9716434478759
CRAS Centro de Referência de Assistência Social de Borrazópolis,Borrazópolis,PR,Centro,"São Paulo, 485",86925000,borrazopolis.social@gmail.com,-23.9426248635761,-515.9038066864009
"CRAS - Manoel Galo, Borá- SP",Borá,SP,centro,"1° de Janeiro, 171",19740000,cras@bora.sp.gov.br,-222.704320408814,-505.43375015258704
CRAS - Centro de Referencia da Assistencia Social - CASA DA FAMILIA,Bossoroca,RS,CENTRO,"Dr. Alves Valença, 96",97850000,cras.bossoroca.rs@hotmail.com,-287.317435607232,-5.49097752571106
Centro de Referência em Assistência Social,Botelhos,MG,centro,"Odete Trezza, 122",37720000,cras@botelhos.mg.gov.br,-2.16542771829329,-46.3955426216125
CRAS SETOR SUL,Botucatu,SP,Jardim Palos Verdes,"Benedita Zaponi Vieira, 274",18605380,cras.sul@botucatu.sp.gov.br,-22.9113216389594,-48.4431838989257
CRAS LESTE,Botucatu,SP,JARDIM CIRANDA,"DOMINGOS CARIOLA, S/N",18604610,crasleste@botucatu.sp.gov.br,-22.8749889899925,-48.4261465072631
CRAS SETOR NORTE,Botucatu,SP,JARDIM PANORAMA,"HERMINIO MARCO CALONEGO, 28",18608200,crasnorte@botucatu.sp.gov.br,-2.28654329e-06,-4.845866e-08
CRAS OESTE,Botucatu,SP,VILA PARAISO,"LUIZ CASTELETTI, 347",18618092,crasoeste@botucatu.sp.gov.br,-228.912786059071,-485.032224655151
CRAS CENTRAL,Botucatu,SP,JARDIM CENTRAL,"SETE DE SETEMBRO, 198",18603340,assistenciasocial@botucatu.sp.gov.br,-228.79891895544,-48.444128036499
CRAS DE BOTUMIRIM,Botumirim,MG,CENTRO,"TITO MARIA, 27",39596000,crasbotumirim@yahoo.com.br,-168.615861060814,-430.10892570018706
CRAS CASA DAS FAMILIAS,Botuporã,BA,CENTRO,"Avenida Mendonça, 125",46570000,cras_botupora@hotmail.com,-13.3827935640728,-42.5252866744995
CRAS,Botuverá,SC,Centro,"VEREADOR HONORIO COMANDOLLI, 70",88295000,social@botuvera.sc.gov.br,-27.1990489343363,-490.742003917694
CRAS / CENTRO,Braga,RS,CENTRO,"AVENIDA MARECHAL FLORIANO PEIXOTO, 632",98560000,cras@braga.rs.gov.br,-2.75801159019786,-5.37430346432096
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Braganey,PR,CENTRO,"Padre Aldacir José Carniel, 902",85430000,cras_braganey@hotmail.com,-248.153486459006,-53.1160426139831
CRAS - AJURUTEUA,Bragança,PA,VILA SINHÁ,"AGNALDO ANAICE, 55",68600000,C_ajuruteua@outlook.com,-105.003677493172,-4.67824673652649
CRAS - SAPUCAIA,Bragança,PA,VILA NOVA,"AVENIDA GOVERNADOR MENDONÇA FURTADO, 445",68600000,crassapucaia20@gmail.com,-106.552657403079,-4.67755150794983
CRAS - CAETE,Bragança,PA,ALDEIA,"CORONEL ANTONIO PERDRO RIBEIRO, 1500",68600000,crascaete@hotmail.com,-0.10521821810738,-46.7622113227844
CRAS - MARUJADA,Bragança,PA,alegre,"PEDRO II, 655",68600000,Cmarujada@gmail.com,-106.005580894879,-467.701077461242
CRAS DR. JACINTHO SOARES SOUZA LIMA JÚNIOR,Bragança Paulista,SP,Parque dos Estados,"Amazonas, 480",12900000,crasplanejada@gmail.com,-22.9129621110943,-465.556275844574
CRAS AGUAS CLARAS,Bragança Paulista,SP,JARDIM ÁGUAS CLARAS,"Benedito Luiz Afonso, 180",12929129,crasaguasclaras.semads@braganca.sp.gov.br,-0.22915348666129,-465.359777212142
CRAS SANTA LIBANIA,Bragança Paulista,SP,SANTA LIBANIA,"Euzebio Savaio, 1000",12904140,crassantalibania@gmail.com,-2.2943033e-07,-4.6546425e-07
CRAS JARDIM ANCHIETA,Bragança Paulista,SP,Jardim Anchieta,"Roberto de Melo Tucunduva, S/N",12910610,crasanchieta.bragancasp@gmail.com,-229.500527259769,-465.30865430831903
CRAS BRANQUINHA,Branquinha,AL,CENTRO," MUNDO NOVO, S/N",57830000,crasbranquinha2010@hotmail.com,-92.4594121716074,-360.129797458648
CRAS VIDA RENOVADA,Brasil Novo,PA,CENTRO,"28 de abril, 603",68148000,crasbrasilnovo@gmail.com,-330.1751353088,-525.384020805358
CRAS FRANCISCO JOSÉ DE MELO,Brasileira,PI,CENTRO,"CÂNDIDO MENDES, 443",64265000,semasbrasileira@outlook.com,-4.131e-11,-4.1782e-10
CRAS Centro de Referência de Assistência Social,Brasilândia,MS,José Rodrigues da Silva,"Av. São José, 178",79670000,cras.brasilandia@outlook.com,-2.1256e-10,-5.2037e-10
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Brasilândia de Minas,MG,PORTO,"MARIA DE LURDES, 78",38779000,cras1@brasilandiademinas.mg.gov.br,-170.054006210285,-46.0169434547424
CRAS  ANTONIO BARROS DE SOUZA,Brasilândia do Sul,PR,Centro,"Itália, 941",87595000,crasbrasilandia@hotmail.com,-24.1947355038034,-535.259699821472
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE BRASILÂNDIA DO TOCANTINS,Brasilândia do Tocantins,TO,CENTRO,"RUA DEUSVAN FERREIRA FRAZÃO, 1",77735000,cras.brasilandia@hotmail.com,-83.9134304594241,-48.4831166267395
CRAS Raio de Sol do Municipio de Brasileia,Brasiléia,AC,Eldorado,"Rua Maria Ester de Oliveira, 250",69932000,semcas@brasileia.ac.gov.br,-110.017128904157,-68.7515830993652
CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL - BRASNORTE - MT,Brasnorte,MT,NOSSO LAR,"CAMPO GRANDE, 989",78350000,cras@brasnorte.mt.gov.br,-121.179844175402,-58.0024695396423
CRAS RIACHO FUNDO II,Brasília,DF,RIACHO FUNDO II," QC 04 ÁREA ESPECIAL S/N, S/N",71882180,crasrf2@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS TAGUATINGA,Brasília,DF,TAGUATINGA NORTE," QNG, 27",72130270,crastag@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS PARANOÁ,Brasília,DF,PARANOÁ,"03 ÁREA ESPECIAL 07, S/N",71570301,craspar@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS SOBRADINHO,Brasília,DF,SOBRADINHO,"06 ÁREA ESPECIAL 3 S/N, S/N",73025060,crassob@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS VARJÃO,Brasília,DF,VARJÃO,"07 CONJUNTO D, S/N",71555242,crasvar@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS São Sebastião,Brasília,DF,SÃO SEBASTIÃO,"201 ÁREA ESPECIAL 05, S/N",71692466,crassseb@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS SANTA MARIA,Brasília,DF,SANTA MARIA,"209/309 ENTREQUADRAS, S/N",72509300,crassmaria@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS SOBRADINHO II,Brasília,DF,SOBRADINHO II,"AR 13 AREA ESPECIAL 05, S/N",73062300,crassob2@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS PLANALTINA,Brasília,DF,PLANALTINA,"AREA ESPECIAL H LOTE 06 Quadra, 2",73310164,crasplan@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS RECANTO DAS EMAS,Brasília,DF,RECANTO DAS EMAS,"Avenida Buritis Quadra 602 Área especia, S/N",72640200,crasrec@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS Núcleo Bandeirante,Brasília,DF,Núcleo Bandeirante,"Avenida Central Área Especial Lote, S/N",71705510,crasban@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS SOBRADINHO/FERCAL,Brasília,DF,SOBRADINHO / FERCAL,"DF 150 KM 12 AREA ESPECIAL, S/N",73150100,crasfercal@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS Guará,Brasília,DF,GUARÁ II,"EQ 15/26 ÁREA COMUNAL 1 GUARÁ II, S/N",71050150,crasguara@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS P SUL,Brasília,DF,Ceilândia P Sul,"EQNP 12/16 Área Especial s/n lote A/B, S/N",72231531,craspsul@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS RECANTO DAS EMAS II,Brasília,DF,RECANTO DAS EMAS,"QD 113 AE LOTE, 1",72603100,crasrecanto2@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS Brazlândia,Brasília,DF,VILA SÃO JOSÉ,"QD 35/36 ÁREA ESPECIAL II, 2",72710610,cras_brz@sedestmidh.df.gov.br,-1.578e-11,-4.793e-11
CRAS SAMAMBAIA,Brasília,DF,SAMAMBAIA SUL,"QN 317 ÁREA ESPECIAL Nº 02, 2",72307717,crassam@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS Ceilândia Sul,Brasília,DF,CEILÂNDIA SUL,"QNM 15 ÁREA ESPECIAL MÓDULO A, 15",72215150,crascei@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS Ceilândia Norte,Brasília,DF,CEILÂNDIA NORTE,"QNN, 15",72225151,crasceinorte@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS SOL NASCENTE,Brasília,DF,SOL NASCENTE,"QNR 02 ESTAÇÃO CIDADANIA, S/N",72265080,crassolnascente@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS SAMAMBAIA EXPANSÃO,Brasília,DF,SAMAMBAIA,"QR 833 Conjunto 8 Lote 1, 1",72318301,crassamexp@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS Areal,Brasília,DF,Areal (Águas Claras),"QS 09 Área Especial lotes 01 a 07, S/N",71976300,crasareal@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS RIACHO FUNDO,Brasília,DF,RIACHO FUNDO I,"QS 12 ÁREA ESPECIAL LOTE F, S/N",71825226,crasrsfi@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS ITAPOÃ,Brasília,DF,ITAPOÃ,"QUADRA 61 ÁREA ESPECIAL 3, S/N",70610200,crasita@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS Candangolândia,Brasília,DF,CANDANGOLÂNDIA,"QUADRA RESIDENCIAL 2 Área Especial, S/N",71725200,crascand@sedestmidh.df.gov.br,-1.578e-11,-4.793e-11
CRAS ARAPOANGA,Brasília,DF,Arapoanga,"Quadra 05 Conjunto F Lote, 5",73368532,crasarapoanga@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS ESTRUTURAL,Brasília,DF,CIDADE ESTRUTURAL,"Quadra 05 Área Especial, 2",70297400,crasest1@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS BRASILIA,Brasília,DF,Asa Sul,"SGAS 614/615, lote 104B, 104",70200740,cras_bsb@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS Gama,Brasília,DF,GAMA,"ÁREA ESPECIAL 11/13, S/N",72405610,crasgama@sedes.df.gov.br,-1.578e-11,-4.793e-11
CRAS PEDRO BENTO DIAS,Brasília de Minas,MG,CENTRO,"LONTRA, 54",39330000,craspedrob@brasiliademinas.mg.gov.br,-162.152777265088,-444.28183273776
CRAS MARLENE AFONSO RUAS,Brasília de Minas,MG,CRISTINA ROCHA II,"URUGUAI, 42",39330000,cras@brasiliademinas.mg.gov.br,-162.071726678406,-444.441146202734
CRAS - Centro de Referência de Assistência Social -,Brazabrantes,GO,SETOR ANANIAS,"13 QD-06 LT-14, S/N",75440000,crasbrazabrantes2013@hotmail.com,-164.310222261886,-493.82836818695
CRAS Professora Julieta Alvarenga Chaves da Silveira,Brazópolis,MG,Horizonte Azul,"Sebastião Tobias Rosa,, 241",37530000,crasbrazopolis@yahoo.com.br,-22.4778433939189,-45.6183993816375
CRAS WERNER VOSS,Braço do Norte,SC,TREVO,"ORILDE COLONESE DE SOUZA, 191",88750000,cras@bracodonorte.sc.gov.br,-28.2801581050714,-49.1588187217712
CRAS - HARRY TESKE,Braço do Trombudo,SC,Centro,"Julieos Knappmann, S/N",89178000,cras@bracodotrombudo.sc.gov.br,-273.660791428367,-49.8885083198547
CRAS CASA DA FAMILIA,Braúna,SP,JD. PLANALTO,"Rua AKIRA OMORI esquina com Rua 10, 200",16290000,crasbrauna@hotmail.com,-2.15040657166057,-503.252792358398
CRAS Casa da Cidadania,Braúnas,MG,CENTRO,"JOÃO EMILIANO, 150",35189000,crascidadania@braunas.mg.gov.br,-190.566419118251,-42.7162170410156
Centro de Referência da Assistência Social de Brejetuba/ES,Brejetuba,ES,Bellarmino Ulyana,"Carmen Alzerina de Souza Ulyana, S/N",29630000,crasbrejetuba@gmail.com,-201.426807322552,-412.87693977355906
CRAS II,Brejinho,RN,CONJUNTO PROHABS,"DOUTOR MURILO TAVARES DE MELO, S/N",59219000,cras2.brejinho@gmail.com,-61.9461380125965,-35.3556132316589
CRAS I,Brejinho,RN,CENTRO,"MANOEL FRANCISCO DE MENDONÇAS, S/N",59219000,cras1.brejinho@gmail.com,-61.9100861619362,-35.3570079803466
CASA DA FAMÍLIA,Brejinho,PE,CENTRO,"Sebastião José da Silva, 54",56740000,sec.socialbrejinho@gmail.com,-7.33655501295099,-0.37320747392591
CRAS - Centro de Referência de Assistência Social,Brejinho de Nazaré,TO,Setor Aeroporto,"Rua Januario Dias dos Reis, S/N",77560000,crasbrejinho2021@gmail.com,-110.209430663451,-48.5727453231811
CRAS CLARO FERREIRA DA COSTA,Brejo,MA,VILA DAS ALMAS,"BACURI, S/N",65520000,smasbrejoma@hotmail.com,-3.684e-11,-4.275e-11
